"filtered_node","original_node","borough","rejected_count","total_tests","rejected_frac"
595,648,"Queens",57,702,0.0811965811965812
596,649,"Brooklyn",14,702,0.0199430199430199
597,650,"Brooklyn",7,702,0.00997150997150997
598,651,"Brooklyn",14,702,0.0199430199430199
599,652,"Brooklyn",13,702,0.0185185185185185
600,653,"Brooklyn",0,702,0
601,654,"Brooklyn",26,702,0.037037037037037
602,655,"Brooklyn",3,702,0.00427350427350427
603,657,"Queens",58,702,0.0826210826210826
604,658,"Brooklyn",5,702,0.00712250712250712
605,659,"Queens",91,702,0.12962962962963
606,662,"Queens",21,702,0.0299145299145299
607,663,"Queens",101,702,0.143874643874644
608,664,"Queens",113,702,0.160968660968661
609,666,"Brooklyn",92,702,0.131054131054131
610,667,"Queens",81,702,0.115384615384615
611,668,"Brooklyn",0,702,0
612,670,"Queens",71,702,0.101139601139601
613,672,"Brooklyn",0,702,0
614,673,"Queens",88,702,0.125356125356125
615,674,"Queens",81,702,0.115384615384615
616,676,"Queens",35,702,0.0498575498575499
617,677,"Queens",124,702,0.176638176638177
618,678,"Queens",90,702,0.128205128205128
619,679,"Queens",113,702,0.160968660968661
620,680,"Queens",70,702,0.0997150997150997
621,681,"Queens",100,702,0.142450142450142
622,682,"Queens",74,702,0.105413105413105
623,683,"Queens",291,702,0.414529914529915
624,684,"Queens",97,702,0.138176638176638
625,685,"Queens",89,702,0.126780626780627
626,686,"Queens",56,702,0.0797720797720798
627,687,"Queens",127,702,0.180911680911681
628,689,"Queens",135,702,0.192307692307692
629,690,"Manhattan",15,702,0.0213675213675214
630,691,"Manhattan",11,702,0.0156695156695157
631,692,"Manhattan",42,702,0.0598290598290598
632,693,"Manhattan",64,702,0.0911680911680912
633,694,"Manhattan",80,702,0.113960113960114
634,695,"Brooklyn",7,702,0.00997150997150997
635,696,"Manhattan",47,702,0.066951566951567
636,697,"Queens",102,702,0.145299145299145
637,698,"Queens",61,702,0.0868945868945869
638,699,"Brooklyn",36,702,0.0512820512820513
639,700,"Manhattan",89,702,0.126780626780627
640,702,"Manhattan",118,702,0.168091168091168
641,704,"Queens",77,702,0.10968660968661
642,705,"Manhattan",163,702,0.232193732193732
643,706,"Brooklyn",325,702,0.462962962962963
644,707,"Manhattan",11,702,0.0156695156695157
645,708,"Brooklyn",3,702,0.00427350427350427
646,709,"Brooklyn",47,702,0.066951566951567
647,710,"Manhattan",51,702,0.0726495726495727
648,712,"Manhattan",13,702,0.0185185185185185
649,713,"Manhattan",90,702,0.128205128205128
650,714,"Manhattan",9,702,0.0128205128205128
651,715,"Manhattan",5,702,0.00712250712250712
652,716,"Manhattan",88,702,0.125356125356125
653,717,"Queens",98,702,0.13960113960114
654,718,"Brooklyn",0,702,0
655,719,"Brooklyn",94,702,0.133903133903134
656,720,"Manhattan",22,702,0.0313390313390313
657,721,"Manhattan",8,702,0.0113960113960114
658,723,"Manhattan",12,702,0.0170940170940171
659,724,"Manhattan",71,702,0.101139601139601
660,725,"Manhattan",103,702,0.146723646723647
661,726,"Manhattan",4,702,0.0056980056980057
662,727,"Brooklyn",92,702,0.131054131054131
663,728,"Brooklyn",352,702,0.501424501424501
664,730,"Manhattan",102,702,0.145299145299145
665,731,"Brooklyn",0,702,0
666,732,"Queens",151,702,0.215099715099715
667,734,"Manhattan",72,702,0.102564102564103
668,735,"Manhattan",76,702,0.108262108262108
669,736,"Queens",71,702,0.101139601139601
670,737,"Brooklyn",183,702,0.260683760683761
671,738,"Brooklyn",107,702,0.152421652421652
672,739,"Manhattan",251,702,0.357549857549858
673,740,"Manhattan",49,702,0.0698005698005698
674,741,"Manhattan",127,702,0.180911680911681
675,742,"Queens",83,702,0.118233618233618
676,743,"Manhattan",103,702,0.146723646723647
677,744,"Manhattan",86,702,0.122507122507123
678,745,"Manhattan",0,702,0
679,746,"Brooklyn",0,702,0
680,747,"Brooklyn",31,702,0.0441595441595442
681,748,"Brooklyn",0,702,0
682,751,"Brooklyn",6,702,0.00854700854700855
683,752,"Brooklyn",16,702,0.0227920227920228
684,753,"Brooklyn",0,702,0
685,754,"Brooklyn",111,702,0.158119658119658
686,757,"Brooklyn",146,702,0.207977207977208
687,758,"Brooklyn",4,702,0.0056980056980057
688,759,"Brooklyn",273,702,0.388888888888889
689,762,"Brooklyn",0,702,0
690,764,"Brooklyn",23,702,0.0327635327635328
691,766,"Brooklyn",8,702,0.0113960113960114
692,767,"Brooklyn",18,702,0.0256410256410256
693,768,"Brooklyn",26,702,0.037037037037037
694,769,"Brooklyn",2,702,0.00284900284900285
695,771,"Brooklyn",31,702,0.0441595441595442
696,773,"Manhattan",111,702,0.158119658119658
697,775,"Manhattan",75,702,0.106837606837607
698,776,"Brooklyn",0,702,0
699,777,"Brooklyn",0,702,0
700,778,"Manhattan",3,702,0.00427350427350427
701,779,"Brooklyn",13,702,0.0185185185185185
702,780,"Manhattan",4,702,0.0056980056980057
703,781,"Manhattan",7,702,0.00997150997150997
